files,zero_crossing_rate,spectral_centroid,spectral_rolloff,mfcc_1,mfcc_2,mfcc_3,mfcc_4,mfcc_5,mfcc_6,mfcc_7,mfcc_8,mfcc_9,mfcc_10,mfcc_11,mfcc_12,mfcc_13,labels
genres/blues/blues.00057.wav,0.08993966913186388,1886.9548087305845,3828.2887611477668,-92.70346069335938,115.31910705566406,-35.0679817199707,57.87724685668945,1.8523945808410645,26.61256217956543,-14.536979675292969,22.130239486694336,-8.203339576721191,11.02090072631836,-5.64760684967041,7.277512073516846,-10.205894470214844,genres/blues/blues
genres/blues/blues.00081.wav,0.127271093145785,2116.917658960695,4195.660527842228,-26.977493286132812,107.32023620605469,-46.830657958984375,40.92365264892578,-21.464111328125,24.8297176361084,-18.930463790893555,15.269159317016602,-15.049077033996582,12.265071868896484,-15.231661796569824,14.336759567260742,-13.827367782592773,genres/blues/blues
genres/blues/blues.00092.wav,0.03231153023491879,918.5851689491233,1600.3266726181844,-332.4126892089844,128.06752014160156,28.91122055053711,41.81930923461914,31.2651424407959,23.32264518737793,5.815548896789551,9.009305953979492,-3.875854253768921,3.732431650161743,-0.8626899719238281,-0.4327590763568878,1.5098413228988647,genres/blues/blues
genres/blues/blues.00059.wav,0.1422416527697216,2235.589429058707,4389.434375453161,-86.23715209960938,91.96127319335938,-23.41744613647461,68.26248168945312,-3.8877367973327637,22.747169494628906,-9.899862289428711,16.890066146850586,-11.391861915588379,18.431488037109375,-7.011704444885254,10.761970520019531,-11.946139335632324,genres/blues/blues
genres/blues/blues.00082.wav,0.10512510271655066,2141.518181873434,4628.622797636311,-29.326496124267578,108.64618682861328,-25.54888153076172,38.45244216918945,-18.30902862548828,21.78704071044922,-25.132904052734375,22.377872467041016,-17.582576751708984,14.664047241210938,-12.076519012451172,5.47578239440918,-7.672954082489014,genres/blues/blues
genres/blues/blues.00038.wav,0.044373172249613305,1514.1006734453892,3451.915682551479,-192.65745544433594,111.15711975097656,21.361005783081055,26.399404525756836,-0.6443475484848022,23.491514205932617,-25.469894409179688,16.923105239868164,-16.975650787353516,5.7756428718566895,-25.738422393798828,-5.051983833312988,-17.62748908996582,genres/blues/blues
genres/blues/blues.00083.wav,0.11795032144238206,2314.9277620661674,5036.4546702798725,-19.85081672668457,98.88888549804688,-24.4762020111084,49.585487365722656,-16.19924545288086,30.19862937927246,-18.027074813842773,27.5583438873291,-11.40884780883789,14.873732566833496,-8.918733596801758,11.671140670776367,-10.894309043884277,genres/blues/blues
genres/blues/blues.00021.wav,0.047907452387857694,1046.5500105240208,1830.330592463022,-264.72259521484375,138.86843872070312,11.194063186645508,48.5042610168457,14.930756568908691,20.580284118652344,3.2070086002349854,1.2489556074142456,-15.846456527709961,15.978459358215332,3.3691327571868896,-1.5108064413070679,1.9059252738952637,genres/blues/blues
genres/blues/blues.00055.wav,0.11311924485208817,2032.001859230746,4023.561439602668,-98.74343872070312,104.79364776611328,-35.09825134277344,60.70180892944336,-2.833249092102051,22.234495162963867,-7.831171035766602,19.03584861755371,-11.573601722717285,17.018518447875977,-5.3761515617370605,12.200968742370605,-9.956364631652832,genres/blues/blues
genres/blues/blues.00041.wav,0.10226074596384377,2390.39009977241,5403.435075587297,-107.1702651977539,88.48818969726562,-4.169412136077881,55.47771072387695,-8.013871192932129,38.4151611328125,-6.410024642944336,28.572668075561523,-19.82160758972168,13.23808765411377,-19.25309944152832,12.07236099243164,-4.578393936157227,genres/blues/blues
genres/blues/blues.00008.wav,0.06402488761600927,1719.3689480431458,3782.316288428074,-121.36394500732422,122.50668334960938,-14.73819637298584,46.131065368652344,-8.181879043579102,20.18296241760254,-19.173377990722656,23.039138793945312,-11.838223457336426,21.15999984741211,-6.7183661460876465,6.9925408363342285,-12.730595588684082,genres/blues/blues
genres/blues/blues.00075.wav,0.10850946200696056,2224.1107373201194,4700.23360462587,-86.47736358642578,92.6988754272461,-15.325850486755371,54.053932189941406,0.89536052942276,31.571151733398438,-14.603639602661133,23.317848205566406,-14.964165687561035,15.332833290100098,-7.043209075927734,12.178524017333984,-6.086116313934326,genres/blues/blues
genres/blues/blues.00027.wav,0.07241441294470224,1391.841952007111,2811.698414388776,-228.16709899902344,130.33966064453125,-23.31070899963379,70.2002182006836,1.1293262243270874,7.589114189147949,0.9033957719802856,1.9944432973861694,-6.158844947814941,-9.380717277526855,-2.563575029373169,-4.521847248077393,-0.2699863910675049,genres/blues/blues
genres/blues/blues.00085.wav,0.05939169143948182,1311.8487999488907,2636.8514696019433,-180.18817138671875,131.44895935058594,0.5902892351150513,43.14632797241211,14.139362335205078,25.625078201293945,-5.311243534088135,12.02669906616211,-13.540603637695312,-1.1033920049667358,-7.605921745300293,2.716887950897217,0.7825517058372498,genres/blues/blues
genres/blues/blues.00073.wav,0.10054024374033256,2094.770098794408,4482.428502483323,-30.09818458557129,103.73252868652344,-19.73797035217285,56.41559600830078,-12.698807716369629,20.189550399780273,-17.33753776550293,16.28986358642578,-18.441038131713867,8.91927433013916,-11.649421691894531,11.216392517089844,-8.838417053222656,genres/blues/blues
genres/blues/blues.00087.wav,0.05086923880993813,1441.899256960002,3082.8036067104117,-155.55882263183594,125.64532470703125,1.6011217832565308,45.816341400146484,0.9202858209609985,25.360576629638672,-10.786452293395996,15.552300453186035,-11.91231632232666,1.2670235633850098,-6.661260604858398,-0.7978538274765015,-7.741701126098633,genres/blues/blues
genres/blues/blues.00095.wav,0.05714703270011601,1388.6351567802292,2754.859418050319,-130.55099487304688,139.9589080810547,-1.2859411239624023,39.31916427612305,-6.340002536773682,19.773426055908203,-11.211193084716797,27.243547439575195,-16.549047470092773,7.035858631134033,-1.1956475973129272,1.6025086641311646,-6.639289855957031,genres/blues/blues
genres/blues/blues.00076.wav,0.13647177711716937,2645.785682883694,5612.796763975493,-52.69725036621094,74.43336486816406,-18.696765899658203,56.3123664855957,-3.9390392303466797,31.985342025756836,-16.466188430786133,22.403120040893555,-12.257939338684082,27.21243667602539,-9.248946189880371,7.785403251647949,-10.56844711303711,genres/blues/blues
genres/blues/blues.00093.wav,0.02169698315448569,570.0403547660414,927.6513898455627,-350.4346618652344,169.5399932861328,31.811309814453125,16.683826446533203,28.706918716430664,19.251598358154297,7.86456823348999,10.033659934997559,4.731570720672607,2.913109064102173,3.9220588207244873,1.8254836797714233,-5.968805313110352,genres/blues/blues
genres/blues/blues.00089.wav,0.025648171645398298,798.4511724715967,1454.4238167959686,-346.9693298339844,139.27304077148438,24.147859573364258,22.209932327270508,18.7039737701416,11.669041633605957,9.033812522888184,6.945858001708984,-2.019918441772461,5.4189276695251465,1.6741570234298706,-2.352553129196167,3.1986165046691895,genres/blues/blues
genres/blues/blues.00047.wav,0.07532370818832174,2013.0116652479721,4848.826029129205,-149.94027709960938,93.65088653564453,6.355070114135742,71.50347137451172,-8.12153148651123,36.191162109375,-9.775336265563965,17.64784049987793,-21.107519149780273,-0.13968190550804138,-22.201908111572266,5.421947479248047,-7.4585795402526855,genres/blues/blues
genres/blues/blues.00011.wav,0.043930584759280744,1352.6596654421637,2880.7778626196346,-287.9237365722656,124.01875305175781,5.4698920249938965,33.65740966796875,1.0954973697662354,14.705334663391113,-4.877008438110352,8.670524597167969,0.7854050993919373,6.579525947570801,-4.874973773956299,-3.1782238483428955,-5.536157608032227,genres/blues/blues
genres/blues/blues.00066.wav,0.12179161832946636,2340.802465391952,4972.962530361804,-116.57125854492188,97.4170913696289,-13.875514030456543,48.960174560546875,-22.58349609375,27.748411178588867,-20.233152389526367,18.630678176879883,-14.630755424499512,8.474961280822754,-16.633268356323242,11.013935089111328,-13.859322547912598,genres/blues/blues
genres/blues/blues.00048.wav,0.09876687270398299,2148.1976094245806,4672.197141005656,-106.35535430908203,102.65629577636719,-20.146087646484375,59.348873138427734,-9.948382377624512,33.6873893737793,-14.171321868896484,23.521472930908203,-13.31356143951416,15.990456581115723,-18.92352867126465,7.813085556030273,-7.785444736480713,genres/blues/blues
